n_comentarios,polarizacion_media,pct_negativo,author_hash,emocion_dominante,candidato_mas_frecuente,candidato_principal,tipo_autor
6,0.44166666666666665,0.6666666666666666,u_b8aea71cb06cd119,indignacion,kast,kast,activo
2,0.44999999999999996,0.5,u_62da60973a614548,desprecio,jara,empate,recurrente
2,0.575,1.0,u_c3a342a628899ab0,desprecio,kast,kast,recurrente
8,0.32499999999999996,0.625,u_f92a633c2d473ec9,miedo,"kast, jara",jara,activo
1,0.45,1.0,u_684fca73961bdf1b,indignacion,kast,kast,esporadico
1,0.55,1.0,u_3a99692aaa7948d6,desprecio,jara,jara,esporadico
2,0.525,1.0,u_d0af6492ec5cd804,ironia,kaiser,empate,recurrente
3,0.5833333333333334,0.6666666666666666,u_8e0d074ca71694a2,desprecio,jara,jara,recurrente
1,0.55,1.0,u_6d9e82624a5c3d8a,desprecio,jara,jara,esporadico
1,0.5,1.0,u_c2d8a0e6f22ba85b,desprecio,"kaiser, jara",empate,esporadico
3,0.4666666666666666,0.6666666666666666,u_ca3cd637efeab076,desprecio,kast,kast,recurrente
2,0.25,0.5,u_8d7562204ba685e3,indignacion,kast,kast,recurrente
1,0.65,1.0,u_5fb2d9c9bc8a20de,indignacion,kast,kast,esporadico
4,0.3875,0.5,u_7a87c5076d1b0ffa,indignacion,kast,kast,recurrente
1,0.65,1.0,u_da0880761ed37109,ninguna,kast,kast,esporadico
5,0.4,0.6,u_434d5023a401aa8d,ironia,kast,kast,recurrente
1,0.6,1.0,u_88f37c10e4a53a27,indignacion,kast,kast,esporadico
1,0.55,1.0,u_1b4d06366bd00828,ironia,kast,kast,esporadico
2,0.15000000000000002,0.0,u_ee4caff161469ff8,miedo,kast,kast,recurrente
1,0.4,1.0,u_506bdfe22c999d36,miedo,"kast, kaiser, jara",empate,esporadico
1,0.4,1.0,u_1bf99a652e735d31,desprecio,jara,jara,esporadico
3,0.5499999999999999,0.6666666666666666,u_25f4ddd7d9e652c1,desprecio,jara,jara,recurrente
1,0.35,1.0,u_b964d46e05eec061,miedo,"kast, jara",empate,esporadico
2,0.4,1.0,u_79d900d5e9e16923,indignacion,jara,jara,recurrente
1,0.5,1.0,u_2bab51b9e56af87d,indignacion,kast,kast,esporadico
3,0.3666666666666667,0.6666666666666666,u_ce96defb6a5fabfc,esperanza,jara,jara,recurrente
1,0.65,1.0,u_e03145725d9425cd,indignacion,kast,kast,esporadico
1,0.3,1.0,u_743bd2081c602112,miedo,jara,jara,esporadico
3,0.48333333333333334,1.0,u_42f48d90315d10a4,desprecio,jara,kast,recurrente
13,0.40384615384615385,0.46153846153846156,u_c54e94f00f3c55f2,desprecio,kast,kast,activo
1,0.35,0.0,u_fcb15e7434c82c95,desprecio,kast,kast,esporadico
2,0.575,1.0,u_1a76c93f93d7293d,indignacion,jara,jara,recurrente
1,0.65,1.0,u_7337f5fdf7078a23,desprecio,kast,kast,esporadico
1,0.45,1.0,u_41fed46f568dcce2,indignacion,"kast, kaiser",empate,esporadico
1,0.5,1.0,u_5b60a084771d44a3,ironia,kast,kast,esporadico
1,0.25,0.0,u_2de6ff91beb6f7f4,desprecio,kast,kast,esporadico
3,0.5333333333333333,1.0,u_bb4bf8921cf401ea,ironia,jara,jara,recurrente
1,0.65,1.0,u_5ea5aa5fcb3fd67d,ironia,"kast, matthei, jara",empate,esporadico
1,0.3,0.0,u_fb03fa9746167bb7,desprecio,kast,kast,esporadico
1,0.15,0.0,u_fd052174774d256d,ninguna,kast,kast,esporadico
1,0.4,1.0,u_0476a655a52a9cf7,ira,"kaiser, jara",empate,esporadico
2,0.575,0.5,u_299402c3b509b451,indignacion,kaiser,empate,recurrente
1,0.45,1.0,u_57d8a4f894103276,ninguna,jara,jara,esporadico
1,0.55,1.0,u_e01e080549e3da13,indignacion,kast,kast,esporadico
2,0.175,0.0,u_3ee7f57c670a44d0,desprecio,jara,jara,recurrente
1,0.3,0.0,u_4d7ac02bd7c0674c,ninguna,kast,kast,esporadico
2,0.55,0.5,u_b66bd6b49428e8d1,alegria,kaiser,empate,recurrente
1,0.15,1.0,u_b9b6972b156704d3,miedo,"kast, jara",empate,esporadico
1,0.1,0.0,u_a4800f00e4fec509,ninguna,"kast, matthei, jara",empate,esporadico
1,0.3,0.0,u_45c823abffee3dd8,ninguna,jara,jara,esporadico
1,0.2,0.0,u_4fbab38cad460915,ninguna,kast,kast,esporadico
1,0.5,1.0,u_29f60b9256f0dd54,ninguna,kast,kast,esporadico
2,0.5,1.0,u_6460801b1d9c3be7,indignacion,kaiser,kaiser,recurrente
1,0.1,0.0,u_a7e6a70a72b5f31e,ninguna,jara,jara,esporadico
1,0.2,0.0,u_39531c81cddd0c95,ninguna,jara,jara,esporadico
1,0.5,1.0,u_c7a0cf88636ea6a3,indignacion,"kast, kaiser, matthei, jara",empate,esporadico
1,0.65,1.0,u_ed6b31c875b3b45d,desprecio,kast,kast,esporadico
2,0.5,0.5,u_e15f40562c33e52f,desprecio,jara,empate,recurrente
1,0.15,0.0,u_4b0a40e4956c8f56,ninguna,matthei,matthei,esporadico
2,0.375,0.5,u_1c7da3b04e579727,ironia,jara,empate,recurrente
1,0.25,1.0,u_c85983470b1288a9,indignacion,"kast, jara",empate,esporadico
1,0.65,1.0,u_6c6dc86e3bd5bd01,indignacion,kaiser,kaiser,esporadico
3,0.4166666666666667,0.6666666666666666,u_a1ed2fa4aeba0b02,indignacion,kast,kast,recurrente
2,0.475,0.5,u_454d595eef765c35,indignacion,kast,kast,recurrente
2,0.35,0.5,u_ad8250f112e47e14,indignacion,jara,empate,recurrente
3,0.3666666666666667,1.0,u_162acc201a45f01a,desprecio,"kast, jara",kast,recurrente
2,0.2,0.0,u_a5631f84d9346dcb,ninguna,kaiser,empate,recurrente
1,0.1,0.0,u_8bbb41307db1c580,ninguna,jara,jara,esporadico
1,0.45,1.0,u_dc1c8c9b67a28d01,desprecio,jara,jara,esporadico
5,0.5700000000000001,1.0,u_af0d565993ccbebd,desprecio,kast,kast,recurrente
4,0.175,0.25,u_a940698088caeee0,ninguna,kast,kast,recurrente
1,0.55,1.0,u_9d1ca07cd47f4d96,ironia,kast,kast,esporadico
4,0.4,0.5,u_d0afa8c2269df02f,desprecio,kast,kast,recurrente
1,0.15,0.0,u_81fc82b56d5355a9,desprecio,"kast, jara",empate,esporadico
1,0.25,0.0,u_cbffa164451571c1,ninguna,jara,jara,esporadico
1,0.3,1.0,u_e1eb574657c3f664,alegria,"kast, jara",empate,esporadico
1,0.25,0.0,u_7f2a8fb67cd95555,desprecio,kast,kast,esporadico
1,0.6,1.0,u_954c562d1c3746bf,desprecio,jara,jara,esporadico
1,0.2,0.0,u_5546767c4ba38d36,desprecio,kast,kast,esporadico
6,0.5083333333333333,0.8333333333333334,u_499fbaf52806553e,indignacion,jara,empate,activo
1,0.55,1.0,u_4f97359f2a17c777,miedo,jara,jara,esporadico
2,0.65,1.0,u_16bb5f4397157cb6,indignacion,jara,empate,recurrente
1,0.55,1.0,u_f30767f8c1ef3be9,indignacion,kast,kast,esporadico
2,0.625,1.0,u_cc3f89c15a06b977,desprecio,kast,kast,recurrente
2,0.275,0.5,u_35320b98f9c25bf7,desprecio,jara,empate,recurrente
1,0.3,0.0,u_38c7c76353212623,esperanza,jara,jara,esporadico
2,0.42500000000000004,0.5,u_eaa695f2454fb86e,indignacion,jara,empate,recurrente
2,0.2,0.0,u_a251b4364baae304,indignacion,jara,empate,recurrente
1,0.25,0.0,u_5f0e6e29c5b0619d,desprecio,"kast, jara",empate,esporadico
1,0.55,0.0,u_2f68db363a520c86,ironia,kaiser,kaiser,esporadico
8,0.48125,0.75,u_5f5b44d0fb80bdac,desprecio,kaiser,kaiser,activo
1,0.15,1.0,u_cb553b85e9fcc39a,miedo,"kast, matthei",empate,esporadico
4,0.3625,0.75,u_c2436cbd8b17a6bf,indignacion,jara,jara,recurrente
1,0.4,0.0,u_18b881ac2485733f,ninguna,kast,kast,esporadico
16,0.484375,0.9375,u_15d3e968184e6ce9,desprecio,kast,kast,activo
1,0.65,1.0,u_579bbfb23a76fc71,desprecio,kaiser,kaiser,esporadico
2,0.5,1.0,u_db3693f875bbd49a,indignacion,kast,kast,recurrente
5,0.45,0.6,u_94c4bae195686a17,indignacion,kast,kast,recurrente
1,0.5,1.0,u_9facfa60607c314a,desprecio,kast,kast,esporadico
5,0.38,0.6,u_d8213154603b369d,alegria,kast,kast,recurrente
2,0.44999999999999996,1.0,u_8caebb216cd4bb3e,indignacion,kaiser,empate,recurrente
1,0.65,1.0,u_c780d54e2ce8955f,desprecio,"kast, kaiser",empate,esporadico
1,0.55,1.0,u_eacec356db46ce41,indignacion,kast,kast,esporadico
6,0.47500000000000003,0.3333333333333333,u_090db1ad08731d8b,indignacion,kast,kast,activo
13,0.2538461538461539,0.46153846153846156,u_b6f64b6eea19cdd6,ironia,"kast, jara",empate,activo
6,0.325,0.3333333333333333,u_6fa2257302970047,ironia,kast,empate,activo
1,0.15,0.0,u_64d859feec9aa19e,ninguna,"kast, matthei",empate,esporadico
1,0.65,1.0,u_277d32641feb86ec,indignacion,kast,kast,esporadico
2,0.525,0.5,u_3b3f5d51de3e009f,desprecio,jara,empate,recurrente
2,0.475,0.5,u_cb1b48722bde1871,desprecio,kast,kast,recurrente
8,0.38125,0.5,u_7ddaff23093877be,desprecio,kast,kast,activo
5,0.30000000000000004,0.4,u_aba4bf8d4d5147a0,ninguna,jara,empate,recurrente
2,0.44999999999999996,0.5,u_611fce568e16abb0,desprecio,jara,empate,recurrente
2,0.3,0.5,u_159a136823e4330b,indignacion,jara,empate,recurrente
8,0.29375,0.625,u_b6f322aca189ad3a,indignacion,"kast, jara",jara,activo
1,0.5,1.0,u_695ac924d1196a24,desprecio,kast,kast,esporadico
2,0.22499999999999998,0.5,u_849b6fa50f4c26d3,indignacion,jara,empate,recurrente
2,0.325,1.0,u_f3a00db19767e5a2,ironia,jara,jara,recurrente
2,0.525,1.0,u_362df016b37663dc,ironia,kast,kast,recurrente
1,0.6,1.0,u_41fd81ec6e2f4393,indignacion,kast,kast,esporadico
1,0.1,0.0,u_c92fe34a3d15b54f,desprecio,kaiser,kaiser,esporadico
5,0.62,1.0,u_2bc0588687556182,desprecio,kast,kast,recurrente
1,0.45,1.0,u_1b49702c53a75e85,desprecio,"kast, jara",empate,esporadico
1,0.45,1.0,u_9c2c0396ecd9ae0a,ironia,kast,kast,esporadico
2,0.375,1.0,u_d2ca94c669a667f2,desprecio,jara,jara,recurrente
1,0.35,1.0,u_5d35611633fde1e0,miedo,"kaiser, matthei, jara",empate,esporadico
2,0.30000000000000004,0.5,u_de20f63fed1f1e60,indignacion,kast,empate,recurrente
5,0.47000000000000003,0.8,u_38ba75a5b28281f4,desprecio,kast,kast,recurrente
1,0.2,1.0,u_9c4d6049dbde695b,miedo,"kast, jara",empate,esporadico
1,0.35,1.0,u_8ea52c2c1735c753,desprecio,kast,kast,esporadico
1,0.3,0.0,u_04eccf92b65f4c45,ironia,kast,kast,esporadico
9,0.4722222222222222,0.8888888888888888,u_649522c33dbe1964,indignacion,kast,kast,activo
4,0.5,1.0,u_343cfb276f0b4070,indignacion,kast,kast,recurrente
2,0.5,1.0,u_634c6a25a5f36847,ironia,jara,empate,recurrente
1,0.3,0.0,u_ecfab9289541f856,ironia,jara,jara,esporadico
4,0.3875,0.5,u_1a9c4cf5b77545b9,ninguna,kast,kast,recurrente
1,0.65,1.0,u_79d94569a49a5330,desprecio,kast,kast,esporadico
1,0.55,0.0,u_e55f2aec731085e9,desprecio,jara,jara,esporadico
1,0.2,0.0,u_8e12c57e7244ef9d,indignacion,kaiser,kaiser,esporadico
1,0.3,0.0,u_dc5fe72e5d52c0e8,indignacion,jara,jara,esporadico
1,0.15,0.0,u_262088706ccc1b55,ironia,"kast, jara",empate,esporadico
1,0.1,1.0,u_e187fa936474e19b,alegria,"kast, jara",empate,esporadico
4,0.4875,1.0,u_1b8848cbe799237e,desprecio,kast,kast,recurrente
1,0.25,0.0,u_daabc712517cc007,ironia,matthei,matthei,esporadico
6,0.3666666666666667,0.6666666666666666,u_ae27025f9ecda55c,desprecio,kast,kast,activo
4,0.375,0.5,u_dda5879ce5062ab4,desprecio,kast,kast,recurrente
1,0.5,1.0,u_39b634516bac90ec,indignacion,kast,kast,esporadico
12,0.4291666666666667,0.6666666666666666,u_f1c155616e40c11c,ironia,kast,kast,activo
15,0.36000000000000004,0.6666666666666666,u_2027a144933ff706,indignacion,kast,kast,activo
2,0.5249999999999999,0.5,u_00408e862384e501,alegria,kast,kast,recurrente
1,0.2,0.0,u_4d4b152225da7a3e,ninguna,kast,kast,esporadico
1,0.45,0.0,u_4b33b10edd4484f2,ironia,kast,kast,esporadico
1,0.3,0.0,u_ea34583d64cb7a36,desprecio,jara,jara,esporadico
1,0.45,1.0,u_6d3b964b57254273,desprecio,kast,kast,esporadico
1,0.25,0.0,u_a89d6a3ab201b6e7,ironia,matthei,matthei,esporadico
3,0.5666666666666668,1.0,u_c405bbce3511501e,indignacion,kast,kast,recurrente
1,0.7,1.0,u_000c963c81dec38d,indignacion,jara,jara,esporadico
4,0.325,0.75,u_b06095e300c8a672,ninguna,"kast, kaiser",empate,recurrente
1,0.3,1.0,u_55da0a90a2aa1906,indignacion,"kast, jara",empate,esporadico
1,0.25,0.0,u_c0f370a11a511339,desprecio,kast,kast,esporadico
1,0.2,0.0,u_e1dfa35f83d91326,ninguna,kast,kast,esporadico
2,0.375,0.5,u_0d830673118a94da,desprecio,jara,jara,recurrente
2,0.35,1.0,u_ff9f212ee135be77,ironia,"kast, kaiser",empate,recurrente
1,0.65,0.0,u_35f955452001a201,indignacion,kast,kast,esporadico
1,0.2,0.0,u_8348dc2a6575b72a,ninguna,kast,kast,esporadico
3,0.31666666666666665,0.0,u_03de12952decd3b9,desprecio,kast,kast,recurrente
5,0.5,0.8,u_13df8762f9b5e3d5,indignacion,jara,empate,recurrente
1,0.35,0.0,u_bfd3e656c2c22ef4,ironia,kast,kast,esporadico
1,0.2,0.0,u_c286859200fc41a5,ironia,kast,kast,esporadico
2,0.4,1.0,u_011a58e028553f11,indignacion,jara,jara,recurrente
1,0.5,1.0,u_895e7758ee95c86b,indignacion,"kast, jara",empate,esporadico
2,0.22499999999999998,0.5,u_f6af635ffa33ecd8,indignacion,kast,empate,recurrente
5,0.33999999999999997,0.6,u_cd56f3fca94db949,miedo,kast,kast,recurrente
1,0.5,1.0,u_b7b9f74c3a8e6fcc,ninguna,kast,kast,esporadico
1,0.65,1.0,u_6688fcb1497e3b16,desprecio,kast,kast,esporadico
16,0.384375,0.5625,u_37f1e46f6bb5eda1,indignacion,kast,kast,activo
1,0.55,0.0,u_247547bd367876e0,ironia,kaiser,kaiser,esporadico
1,0.3,1.0,u_44479917b7a28c4b,indignacion,"kast, jara",empate,esporadico
4,0.425,0.75,u_463b038e09e183a6,ironia,kast,kast,recurrente
1,0.3,1.0,u_cbdeb8963d6b6beb,desprecio,jara,jara,esporadico
1,0.7,1.0,u_5069fb626567e4be,miedo,kast,kast,esporadico
1,0.25,1.0,u_1cdd2194f725f551,desprecio,kast,kast,esporadico
4,0.47500000000000003,1.0,u_de715d5e78715086,desprecio,kast,kast,recurrente
1,0.85,1.0,u_a387cbc9815823dd,ira,kast,kast,esporadico
16,0.4,0.5,u_2d874f4a2e7e035e,indignacion,kast,kast,activo
8,0.3625,0.625,u_a3e53c95e392c1e9,indignacion,jara,jara,activo
2,0.39999999999999997,0.5,u_394d32039ce85be5,desprecio,jara,empate,recurrente
2,0.42500000000000004,1.0,u_7b46e8018999ec99,desprecio,jara,jara,recurrente
14,0.3535714285714286,0.42857142857142855,u_a92d7c3ea0a59edc,desprecio,kast,kast,activo
1,0.65,1.0,u_f6731728f7edf84a,desprecio,kast,kast,esporadico
5,0.4,0.8,u_7ff8544bc671baca,indignacion,"kast, jara",empate,recurrente
1,0.1,0.0,u_c4e4bdaff002db46,ninguna,"kast, jara",empate,esporadico
1,0.2,1.0,u_ddbbde20f32efcbc,ninguna,"kast, matthei, jara",empate,esporadico
3,0.5499999999999999,1.0,u_a76c8b63b66bcab3,desprecio,kast,kast,recurrente
1,0.25,1.0,u_b1a60651544d4439,indignacion,"kast, matthei",empate,esporadico
1,0.45,1.0,u_607fa8a326becd3b,ironia,kaiser,kaiser,esporadico
1,0.4,1.0,u_0cb2b2946c64842e,desprecio,kaiser,kaiser,esporadico
8,0.425,0.625,u_947cc3fca3584810,desprecio,jara,jara,activo
6,0.3833333333333333,0.6666666666666666,u_2bdea33fd9902c9c,desprecio,kast,kast,activo
1,0.25,0.0,u_df3db866c3c3aaac,desprecio,jara,jara,esporadico
1,0.25,0.0,u_a34170f5359f827a,ninguna,kaiser,kaiser,esporadico
1,0.25,1.0,u_969085ddb4d1b2bc,ninguna,"kast, jara",empate,esporadico
1,0.1,0.0,u_bbd47bfe3c0f04d5,ninguna,jara,jara,esporadico
2,0.475,1.0,u_677fcf40db472d6d,indignacion,jara,empate,recurrente
3,0.4166666666666667,1.0,u_e01979c1a3970d4f,desprecio,jara,empate,recurrente
1,0.4,1.0,u_5e0eb103405a2e6d,indignacion,"kast, kaiser, jara",empate,esporadico
3,0.3333333333333333,0.0,u_a91dfa4bf9c30fed,ironia,jara,empate,recurrente
1,0.45,1.0,u_dffca7eee03a35ee,miedo,kast,kast,esporadico
1,0.2,0.0,u_fdcf6604e16c1937,esperanza,"matthei, jara",empate,esporadico
1,0.4,0.0,u_fb14110489580463,ironia,kaiser,kaiser,esporadico
1,0.25,0.0,u_dd8c0f26a6ab7ba9,ninguna,"kast, jara",empate,esporadico
1,0.4,1.0,u_b146264aecee4f74,desprecio,kaiser,kaiser,esporadico
4,0.375,1.0,u_e86c9f5236fc6db0,indignacion,kast,empate,recurrente
1,0.45,1.0,u_2a8a90278e626495,miedo,kast,kast,esporadico
1,0.5,1.0,u_cf889f059bad0a20,indignacion,kast,kast,esporadico
1,0.2,1.0,u_c6fce4898a253ff1,desprecio,"kast, jara",empate,esporadico
7,0.4928571428571429,0.5714285714285714,u_86b09d88391c7a50,ironia,kast,kast,activo
1,0.65,1.0,u_bbf2b50bb8ec4094,indignacion,kast,kast,esporadico
1,0.5,1.0,u_1e5bfd73e0f701bf,ninguna,matthei,matthei,esporadico
1,0.35,0.0,u_10ae60f623ec63e5,desprecio,"kast, jara",empate,esporadico
1,0.65,1.0,u_e78284d2b7aaa082,indignacion,jara,jara,esporadico
4,0.4375,0.75,u_e138a3253bc9442e,desprecio,"kast, jara",kast,recurrente
1,0.7,1.0,u_6c8267c65654cd39,desprecio,"kast, jara",empate,esporadico
1,0.45,1.0,u_615281d4f32556de,indignacion,kast,kast,esporadico
1,0.15,1.0,u_0c7a04dda1ec346c,desprecio,"kast, matthei",empate,esporadico
5,0.54,0.8,u_5ab2923fa632937c,desprecio,kast,kast,recurrente
1,0.2,1.0,u_5842d20a796f066d,desprecio,"kast, jara",empate,esporadico
1,0.45,1.0,u_7f3aca042551401d,ironia,"kast, jara",empate,esporadico
1,0.3,0.0,u_b631c19cb15c4d0f,miedo,kaiser,kaiser,esporadico
1,0.6,1.0,u_205effd2c1bf468f,ninguna,jara,jara,esporadico
9,0.40555555555555556,0.6666666666666666,u_93b51446d22a8845,indignacion,kast,kast,activo
2,0.525,0.5,u_cf655bd74c5819a2,desprecio,kast,kast,recurrente
2,0.3,1.0,u_8e4477e2a79a164f,ninguna,jara,jara,recurrente
1,0.65,1.0,u_85d4919317aff00a,desprecio,kast,kast,esporadico
1,0.3,0.0,u_0898860c36fd6d82,desprecio,kast,kast,esporadico
2,0.3,0.5,u_3731992e6c61501f,miedo,jara,jara,recurrente
1,0.25,0.0,u_24589a862f21f10f,miedo,kast,kast,esporadico
6,0.30833333333333335,0.8333333333333334,u_c0db52495e0e90e2,miedo,kast,kast,activo
4,0.3125,0.25,u_c11237587fdf1caf,indignacion,jara,empate,recurrente
1,0.3,1.0,u_3a82e7d2eb7e8e33,indignacion,kast,kast,esporadico
2,0.625,1.0,u_77fc4263ffa0e99e,desprecio,kast,kast,recurrente
1,0.25,0.0,u_4bb865a222b28f8d,indignacion,kast,kast,esporadico
1,0.55,1.0,u_ae69e8c4dfa9c78d,indignacion,matthei,matthei,esporadico
4,0.45,1.0,u_c4b8d4defe76ce82,indignacion,kast,kast,recurrente
1,0.4,0.0,u_78064cddcbaf9882,desprecio,kast,kast,esporadico
1,0.55,1.0,u_8ed9c817f662da1b,ironia,jara,jara,esporadico
4,0.5,1.0,u_acee5a5d4a681734,ironia,kast,kast,recurrente
1,0.35,1.0,u_37765f64bfc7d656,desprecio,kast,kast,esporadico
1,0.5,1.0,u_148c5aeac74ec1e7,ninguna,jara,jara,esporadico
1,0.2,0.0,u_99635943224b808a,ninguna,kast,kast,esporadico
1,0.15,0.0,u_f07d9261f958fe3b,indignacion,"kast, jara",empate,esporadico
1,0.25,1.0,u_3479c84bb0f7cb55,desprecio,jara,jara,esporadico
1,0.15,1.0,u_bb33c6095a6d3d01,ninguna,"kast, jara",empate,esporadico
1,0.35,1.0,u_b68efc8960359060,ninguna,jara,jara,esporadico
1,0.4,1.0,u_de4bf96683898c51,miedo,"kast, jara",empate,esporadico
1,0.55,1.0,u_5901bbc395e59c3f,miedo,jara,jara,esporadico
2,0.55,0.0,u_b42f8ff070817a97,desprecio,kaiser,kaiser,recurrente
1,0.1,1.0,u_f377caffa06ed4e6,desprecio,"kast, jara",empate,esporadico
1,0.25,0.0,u_b07348672fa641f5,indignacion,kast,kast,esporadico
3,0.6,1.0,u_8e70a0fa1efb682b,desprecio,kast,kast,recurrente
2,0.475,1.0,u_2611a9de1f9af1f3,desprecio,kaiser,kaiser,recurrente
1,0.1,0.0,u_7f65fa2b8bfe5dba,ninguna,jara,jara,esporadico
2,0.5,0.5,u_06c456b971bbfe46,desprecio,jara,jara,recurrente
2,0.55,0.5,u_358b77936f02ef1a,desprecio,jara,empate,recurrente
1,0.35,1.0,u_dc751b31c8acc8be,indignacion,matthei,matthei,esporadico
1,0.2,0.0,u_7d715b5fca501965,esperanza,jara,jara,esporadico
1,0.4,1.0,u_91dbe235fe4b0e8c,desprecio,"kast, kaiser, matthei, jara",empate,esporadico
2,0.6000000000000001,1.0,u_213cf257c2f43343,desprecio,kaiser,empate,recurrente
16,0.340625,0.5625,u_e755af180e0a3075,ninguna,jara,empate,activo
2,0.525,0.5,u_ab65abdfaecc2588,desprecio,jara,empate,recurrente
6,0.2833333333333333,0.3333333333333333,u_ef3bffe537b8a0e4,ninguna,kast,kast,activo
1,0.4,1.0,u_5699cb5aee2295a7,desprecio,jara,jara,esporadico
1,0.2,1.0,u_c8be1e50a380d395,ninguna,"kast, jara",empate,esporadico
1,0.15,0.0,u_f3096734d24b9704,ninguna,kaiser,kaiser,esporadico
1,0.3,1.0,u_979b45849e044b50,desprecio,"kast, jara",empate,esporadico
3,0.4666666666666666,0.6666666666666666,u_26fa89fb60fad386,indignacion,kast,kast,recurrente
7,0.4714285714285714,0.5714285714285714,u_2e056d3d4cb8ca10,indignacion,kast,kast,activo
4,0.30000000000000004,0.5,u_89f328b3d9b87242,ninguna,kast,kast,recurrente
14,0.3178571428571429,0.35714285714285715,u_cf58b23e80b88623,ninguna,kast,kast,activo
1,0.2,1.0,u_267a33f42292c910,ninguna,kast,kast,esporadico
1,0.6,1.0,u_20cf105c1c6f5941,indignacion,jara,jara,esporadico
7,0.42857142857142855,0.8571428571428571,u_88103f447b3eff18,desprecio,kast,kast,activo
4,0.3875,0.5,u_eaa5f72f9a3b52f8,desprecio,jara,empate,recurrente
1,0.45,1.0,u_4e434df953e54827,ironia,kaiser,kaiser,esporadico
1,0.25,0.0,u_4ae7dd8c92a884af,desprecio,kast,kast,esporadico
1,0.4,1.0,u_850329667b60454a,ninguna,kast,kast,esporadico
1,0.4,1.0,u_32ac43f7f5e1da0f,indignacion,kast,kast,esporadico
4,0.45,1.0,u_c2b50f7b13d28ae0,indignacion,kast,kast,recurrente
1,0.15,0.0,u_e76aa510c185be61,desprecio,kast,kast,esporadico
1,0.4,1.0,u_447204dd7efc3ce4,miedo,kast,kast,esporadico
1,0.7,1.0,u_66580973983a6de7,desprecio,"kast, kaiser",empate,esporadico
2,0.625,1.0,u_b0f6245d3eb190d0,desprecio,kast,kast,recurrente
1,0.4,0.0,u_0672dca28af37a92,desprecio,matthei,matthei,esporadico
1,0.65,1.0,u_c60f61062185fd80,indignacion,kast,kast,esporadico
1,0.6,1.0,u_0a95c0659c3d734f,desprecio,kaiser,kaiser,esporadico
10,0.495,0.6,u_f38b4ab48c92afdc,ironia,jara,jara,activo
3,0.2833333333333333,0.6666666666666666,u_8664f2c6724dac2f,desprecio,jara,kast,recurrente
1,0.5,1.0,u_66b532374a7a6587,ninguna,kast,kast,esporadico
2,0.675,1.0,u_fa6442a812ede504,indignacion,kast,kast,recurrente
1,0.65,1.0,u_1af1dee6f4954368,indignacion,kast,kast,esporadico
6,0.25,0.16666666666666666,u_3bcd91d892cd78f2,ninguna,kast,kast,activo
1,0.85,1.0,u_145cfcec2c7ee11a,ira,kast,kast,esporadico
1,0.15,1.0,u_f98d07de9be10a15,indignacion,"kast, jara",empate,esporadico
2,0.225,0.0,u_12354ccaaa8977f2,desprecio,kast,kast,recurrente
1,0.35,1.0,u_5d4413b2b38d47a9,desprecio,"kast, jara",empate,esporadico
32,0.390625,0.625,u_35e930d8b0d3ad31,ironia,kast,kast,hiperactivo
1,0.35,1.0,u_bcd27c492e8ad0b0,ninguna,kast,kast,esporadico
1,0.3,0.0,u_c926ca783e442255,ninguna,kast,kast,esporadico
2,0.4,1.0,u_e7657132cd489b0c,desprecio,kast,kast,recurrente
1,0.1,0.0,u_cc006be7028a44be,ninguna,kast,kast,esporadico
1,0.65,0.0,u_68689268b0dd0292,ironia,kaiser,kaiser,esporadico
4,0.45,0.5,u_e2e1a7b92fddb63e,ninguna,kast,kast,recurrente
1,0.6,1.0,u_94d45c490653cedc,desprecio,kast,kast,esporadico
1,0.15,1.0,u_716054ae09a5db18,miedo,"kast, kaiser, matthei",empate,esporadico
4,0.4,0.5,u_382ce972f5037d9d,desprecio,kast,kast,recurrente
1,0.35,0.0,u_a7c069d1c260ec63,ironia,kast,kast,esporadico
1,0.6,1.0,u_64acdecc7e7d541d,indignacion,kast,kast,esporadico
1,0.55,1.0,u_fe337d5046eefc1a,desprecio,matthei,matthei,esporadico
3,0.3666666666666667,0.3333333333333333,u_2c91c8c282254678,desprecio,kast,kast,recurrente
1,0.55,1.0,u_b64aa9ca334027cf,ironia,kast,kast,esporadico
1,0.25,0.0,u_964ab938a57dd8fe,indignacion,"kast, jara",empate,esporadico
1,0.45,1.0,u_79836b79614b441b,desprecio,"kast, matthei",empate,esporadico
1,0.55,0.0,u_74ab5c98f0d2e527,desprecio,kast,kast,esporadico
3,0.5166666666666667,0.6666666666666666,u_06d4ab132270aca0,desprecio,kast,kast,recurrente
1,0.5,0.0,u_6debf105df269341,alegria,kast,kast,esporadico
2,0.375,0.5,u_5de5d0483ab2c66d,desprecio,"kast, jara",kast,recurrente
1,0.6,1.0,u_713b0f18f7826e95,indignacion,kast,kast,esporadico
9,0.5388888888888889,0.8888888888888888,u_05ea708815069b84,desprecio,kast,kast,activo
1,0.2,1.0,u_49ddf53c102b9d8d,desprecio,"kaiser, jara",empate,esporadico
6,0.3,0.3333333333333333,u_fc9181d349846ed2,miedo,kast,kast,activo
1,0.55,1.0,u_fcbd10ff9d8177d5,indignacion,jara,jara,esporadico
2,0.35,0.5,u_d0dd8516f94b8a61,indignacion,jara,jara,recurrente
1,0.35,1.0,u_7a5f9a63f451a175,miedo,kast,kast,esporadico
1,0.55,1.0,u_8e0498b027797a56,miedo,kast,kast,esporadico
